"","age","workclass","education","marital.status","occupation","relationship","race","gender","hrs.per.week","class"
"12209",38,"Private","Bachelors","Separated","Craft-repair","Not-in-family","White","Male",40,"<=50K"
"12210",25,"Private","HS-grad","Divorced","Sales","Unmarried","White","Female",40,"<=50K"
"12211",27,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Wife","White","Female",40,"<=50K"
"12212",45,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",60,">50K"
"12213",23,"Private","Assoc-voc","Never-married","Tech-support","Not-in-family","White","Male",40,"<=50K"
"12214",48,"Private","Some-college","Divorced","Adm-clerical","Unmarried","White","Female",40,"<=50K"
"12215",61,"Federal-gov","Some-college","Married-civ-spouse","Adm-clerical","Husband","White","Male",40,">50K"
"12216",22,"Private","HS-grad","Never-married","Prof-specialty","Own-child","White","Female",20,"<=50K"
"12217",34,"Private","Assoc-voc","Divorced","Tech-support","Unmarried","White","Female",40,"<=50K"
"12218",32,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",40,">50K"
"12219",35,"Federal-gov","Some-college","Divorced","Adm-clerical","Not-in-family","White","Female",50,"<=50K"
"12220",36,"Private","10th","Never-married","Craft-repair","Not-in-family","White","Male",40,"<=50K"
"12221",24,"Private","HS-grad","Never-married","Exec-managerial","Unmarried","White","Male",40,"<=50K"
"12222",60,"Private","9th","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"12223",64,"Private","HS-grad","Divorced","Craft-repair","Unmarried","White","Male",20,"<=50K"
"12224",22,"Private","HS-grad","Never-married","Sales","Unmarried","White","Female",35,"<=50K"
"12225",36,"State-gov","Some-college","Divorced","Transport-moving","Not-in-family","White","Male",60,"<=50K"
"12226",27,"Private","HS-grad","Never-married","Sales","Unmarried","Black","Female",30,"<=50K"
"12227",52,"Private","Some-college","Widowed","Sales","Not-in-family","White","Female",40,"<=50K"
"12228",57,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",45,"<=50K"
"12229",29,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",40,"<=50K"
"12230",34,"Private","HS-grad","Never-married","Transport-moving","Not-in-family","Black","Male",80,"<=50K"
"12231",38,"Private","HS-grad","Never-married","Other-service","Unmarried","Black","Female",30,"<=50K"
"12232",50,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",84,">50K"
"12233",50,"Private","11th","Married-civ-spouse","Transport-moving","Husband","White","Male",40,"<=50K"
"12234",51,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Exec-managerial","Wife","White","Female",40,">50K"
"12235",17,"Self-emp-inc","10th","Never-married","Craft-repair","Own-child","White","Male",40,"<=50K"
"12236",19,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"12237",43,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"12238",59,"Private","Some-college","Separated","Sales","Not-in-family","White","Male",60,">50K"
"12239",39,"Private","Masters","Never-married","Prof-specialty","Not-in-family","White","Male",40,"<=50K"
"12240",27,"Private","Masters","Never-married","Exec-managerial","Own-child","White","Female",40,"<=50K"
"12241",39,"Private","Assoc-voc","Never-married","Farming-fishing","Not-in-family","White","Male",60,"<=50K"
"12242",44,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",40,">50K"
"12243",19,"Private","HS-grad","Never-married","Adm-clerical","Other-relative","White","Female",35,"<=50K"
"12244",32,"Local-gov","HS-grad","Never-married","Other-service","Own-child","White","Male",40,"<=50K"
"12245",48,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",40,">50K"
"12246",46,"Private","Assoc-acdm","Married-civ-spouse","Sales","Husband","White","Male",50,"<=50K"
"12247",65,"Private","11th","Widowed","Sales","Other-relative","White","Female",20,"<=50K"
"12248",57,"Self-emp-inc","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",45,">50K"
"12249",27,"Private","10th","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",40,"<=50K"
"12250",29,"Local-gov","Some-college","Married-civ-spouse","Protective-serv","Husband","White","Male",40,">50K"
"12251",35,"Self-emp-inc","Some-college","Married-civ-spouse","Sales","Husband","White","Male",40,"<=50K"
"12252",29,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",70,"<=50K"
"12253",30,"Local-gov","Some-college","Married-civ-spouse","Protective-serv","Husband","White","Male",40,">50K"
"12254",65,"Private","HS-grad","Widowed","Other-service","Not-in-family","White","Female",15,"<=50K"
"12255",47,"Federal-gov","Some-college","Married-civ-spouse","Adm-clerical","Husband","White","Male",40,"<=50K"
"12256",17,"Private","9th","Never-married","Craft-repair","Own-child","White","Female",16,"<=50K"
"12257",38,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",40,">50K"
"12258",39,"Self-emp-not-inc","HS-grad","Never-married","Sales","Other-relative","White","Female",4,"<=50K"
"12259",52,"Private","10th","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",41,"<=50K"
"12260",46,"Self-emp-not-inc","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",58,">50K"
"12261",22,"Private","Bachelors","Never-married","Exec-managerial","Not-in-family","White","Female",30,"<=50K"
"12262",56,"Private","Masters","Never-married","Sales","Not-in-family","White","Male",50,"<=50K"
"12263",37,"Self-emp-not-inc","11th","Divorced","Prof-specialty","Unmarried","Black","Female",30,"<=50K"
"12264",59,"Private","Bachelors","Divorced","Sales","Not-in-family","White","Male",55,">50K"
"12265",19,"Self-emp-not-inc","11th","Married-civ-spouse","Craft-repair","Own-child","White","Male",55,"<=50K"
"12266",31,"Private","9th","Never-married","Craft-repair","Not-in-family","Other","Male",45,"<=50K"
"12267",48,"Self-emp-not-inc","Doctorate","Never-married","Prof-specialty","Unmarried","White","Female",60,">50K"
"12268",63,"Self-emp-inc","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",60,"<=50K"
"12269",33,"Private","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",45,">50K"
"12270",53,"Private","HS-grad","Never-married","Farming-fishing","Not-in-family","White","Male",10,"<=50K"
"12271",39,"Private","Assoc-acdm","Married-civ-spouse","Sales","Husband","White","Male",24,"<=50K"
"12272",59,"Private","Prof-school","Married-spouse-absent","Prof-specialty","Unmarried","White","Male",50,"<=50K"
"12273",45,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",40,"<=50K"
"12274",39,"Private","Some-college","Divorced","Adm-clerical","Not-in-family","White","Female",45,"<=50K"
"12275",60,"State-gov","HS-grad","Widowed","Adm-clerical","Not-in-family","White","Female",35,"<=50K"
"12276",38,"Private","Bachelors","Divorced","Prof-specialty","Unmarried","White","Female",56,"<=50K"
"12277",31,"Private","HS-grad","Divorced","Adm-clerical","Not-in-family","White","Male",40,"<=50K"
"12278",61,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",50,">50K"
"12279",60,"Self-emp-inc","Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",80,">50K"
"12280",32,"Private","Some-college","Divorced","Exec-managerial","Other-relative","White","Male",60,"<=50K"
"12281",25,"Local-gov","Bachelors","Never-married","Exec-managerial","Not-in-family","White","Female",20,"<=50K"
"12282",55,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",55,">50K"
"12283",66,"Private","10th","Widowed","Transport-moving","Not-in-family","White","Female",11,"<=50K"
"12284",31,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"12285",58,"Self-emp-inc","Prof-school","Never-married","Prof-specialty","Not-in-family","White","Male",40,">50K"
"12286",22,"Private","Some-college","Never-married","Other-service","Own-child","White","Male",16,"<=50K"
"12287",46,"Local-gov","Bachelors","Married-civ-spouse","Exec-managerial","Husband","Black","Male",40,">50K"
"12288",33,"Private","Some-college","Married-civ-spouse","Other-service","Wife","White","Female",35,"<=50K"
"12289",26,"State-gov","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",30,"<=50K"
"12290",42,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Farming-fishing","Husband","White","Male",50,"<=50K"
"12291",45,"Private","HS-grad","Never-married","Other-service","Own-child","White","Female",40,"<=50K"
"12292",27,"Private","Bachelors","Never-married","Exec-managerial","Own-child","White","Female",99,"<=50K"
"12293",51,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",40,">50K"
"12294",42,"Private","HS-grad","Never-married","Transport-moving","Own-child","White","Male",40,"<=50K"
"12295",38,"Private","Bachelors","Married-civ-spouse","Tech-support","Husband","White","Male",45,">50K"
"12296",44,"Private","HS-grad","Divorced","Adm-clerical","Unmarried","White","Female",40,"<=50K"
"12297",36,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",64,">50K"
"12298",29,"Private","Bachelors","Never-married","Exec-managerial","Not-in-family","White","Male",50,">50K"
"12299",80,"Private","Some-college","Widowed","Adm-clerical","Not-in-family","White","Female",20,"<=50K"
"12300",61,"Private","11th","Married-civ-spouse","Transport-moving","Husband","White","Male",40,"<=50K"
"12301",55,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",52,"<=50K"
"12302",20,"Private","Some-college","Never-married","Other-service","Own-child","White","Female",25,"<=50K"
"12303",23,"Private","HS-grad","Never-married","Craft-repair","Unmarried","White","Male",40,"<=50K"
"12304",48,"Federal-gov","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",40,">50K"
"12305",24,"Private","Bachelors","Never-married","Exec-managerial","Own-child","White","Female",50,"<=50K"
"12306",71,"State-gov","HS-grad","Married-civ-spouse","Craft-repair","Husband","Black","Male",40,"<=50K"
"12307",49,"Private","11th","Married-civ-spouse","Other-service","Wife","White","Female",6,"<=50K"
"12308",39,"Federal-gov","HS-grad","Never-married","Armed-Forces","Not-in-family","White","Male",50,"<=50K"
"12309",22,"Private","Bachelors","Never-married","Adm-clerical","Own-child","White","Female",25,"<=50K"
"12310",67,"Federal-gov","Bachelors","Widowed","Adm-clerical","Not-in-family","White","Female",40,"<=50K"
"12311",18,"Private","HS-grad","Never-married","Sales","Own-child","White","Female",25,"<=50K"
"12312",38,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",54,">50K"
"12313",50,"Private","HS-grad","Divorced","Adm-clerical","Not-in-family","White","Female",40,"<=50K"
"12314",56,"Self-emp-not-inc","Assoc-acdm","Married-civ-spouse","Farming-fishing","Wife","White","Female",40,"<=50K"
"12315",23,"Private","Some-college","Never-married","Other-service","Not-in-family","White","Female",20,"<=50K"
"12316",26,"Private","Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male",40,"<=50K"
"12317",32,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",40,"<=50K"
"12318",44,"Private","Bachelors","Never-married","Prof-specialty","Own-child","White","Male",40,">50K"
"12319",40,"Local-gov","Some-college","Married-civ-spouse","Protective-serv","Husband","White","Male",40,">50K"
"12320",43,"Private","Assoc-acdm","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",60,"<=50K"
"12321",31,"State-gov","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",35,">50K"
"12322",57,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",40,">50K"
"12323",25,"Private","Bachelors","Never-married","Exec-managerial","Not-in-family","White","Male",35,"<=50K"
"12324",22,"Private","Assoc-voc","Never-married","Other-service","Own-child","Black","Female",36,"<=50K"
"12325",20,"Local-gov","Assoc-voc","Never-married","Adm-clerical","Own-child","White","Female",35,"<=50K"
"12326",27,"Private","HS-grad","Married-civ-spouse","Sales","Wife","White","Female",40,"<=50K"
"12327",27,"State-gov","Masters","Never-married","Prof-specialty","Not-in-family","White","Male",40,"<=50K"
"12328",41,"Local-gov","HS-grad","Separated","Transport-moving","Own-child","White","Male",40,"<=50K"
"12329",31,"Local-gov","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Male",45,"<=50K"
"12330",41,"Private","Assoc-acdm","Married-civ-spouse","Sales","Husband","White","Male",20,"<=50K"
"12331",25,"Private","Bachelors","Never-married","Exec-managerial","Not-in-family","White","Male",40,"<=50K"
"12332",29,"State-gov","Assoc-acdm","Never-married","Prof-specialty","Not-in-family","Black","Male",40,">50K"
"12333",22,"Private","HS-grad","Married-civ-spouse","Other-service","Own-child","White","Male",50,"<=50K"
"12334",62,"Private","7th-8th","Married-civ-spouse","Protective-serv","Husband","White","Male",91,"<=50K"
"12335",29,"Federal-gov","HS-grad","Divorced","Exec-managerial","Not-in-family","Other","Female",40,"<=50K"
"12336",44,"Private","Some-college","Married-civ-spouse","Exec-managerial","Wife","White","Female",70,">50K"
"12337",32,"Private","Bachelors","Married-civ-spouse","Adm-clerical","Wife","White","Female",2,"<=50K"
"12338",20,"Private","Assoc-voc","Never-married","Machine-op-inspct","Unmarried","White","Female",40,"<=50K"
"12339",65,"State-gov","Some-college","Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",40,">50K"
"12340",24,"Private","HS-grad","Never-married","Handlers-cleaners","Not-in-family","White","Female",36,"<=50K"
"12341",37,"Self-emp-not-inc","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",50,">50K"
"12342",43,"Local-gov","HS-grad","Divorced","Tech-support","Not-in-family","Black","Female",40,"<=50K"
"12343",38,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Sales","Wife","White","Female",60,">50K"
"12344",28,"Private","Assoc-acdm","Never-married","Sales","Own-child","White","Female",35,"<=50K"
"12345",33,"Private","HS-grad","Never-married","Handlers-cleaners","Own-child","White","Male",40,"<=50K"
"12346",32,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Wife","White","Female",40,">50K"
"12347",38,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",45,">50K"
"12348",33,"Private","Some-college","Divorced","Tech-support","Not-in-family","White","Female",40,"<=50K"
"12349",42,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",60,">50K"
"12350",27,"Private","HS-grad","Never-married","Craft-repair","Not-in-family","White","Male",40,"<=50K"
"12351",41,"Private","HS-grad","Divorced","Handlers-cleaners","Unmarried","White","Male",40,"<=50K"
"12352",47,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",60,">50K"
"12353",55,"Private","11th","Married-civ-spouse","Exec-managerial","Husband","White","Male",45,"<=50K"
"12354",30,"Self-emp-not-inc","Some-college","Never-married","Craft-repair","Own-child","White","Male",8,"<=50K"
"12355",54,"Private","Some-college","Widowed","Craft-repair","Unmarried","White","Female",50,"<=50K"
"12356",40,"Private","Bachelors","Married-civ-spouse","Adm-clerical","Husband","White","Male",40,">50K"
"12357",21,"Private","HS-grad","Never-married","Adm-clerical","Not-in-family","White","Female",40,"<=50K"
"12358",34,"Private","Bachelors","Divorced","Craft-repair","Unmarried","White","Female",25,"<=50K"
